id,wavelet_coif1_lh_level_3_invar_stat_p10,log_s_2.0_ih_skew_fbn_n32,gabor_s_4.0_g_1.0_l_8.0_2D_rlm_lrhge_2d_s_mrg_fbn_n32,log_s_1.0_cm_info_corr2_d1_2d_s_mrg_fbn_n32,log_s_2.0_cm_corr_d1_2d_s_mrg_fbn_n32,log_s_4.0_ih_skew_fbn_n32,log_s_1.0_cm_corr_d1_2d_s_mrg_fbn_n32,wavelet_coif1_lh_level_2_invar_cm_info_corr2_d1_2d_s_mrg_fbn_n32,gabor_s_4.0_g_1.0_l_8.0_2D_rlm_rl_entr_2d_s_mrg_fbn_n32,gabor_s_4.0_g_1.0_l_8.0_2D_stat_iqr,gabor_s_2.0_g_1.0_l_8.0_2D_ngl_dcnu_d1_a0.0_2d_fbn_n32,cm_diff_var_d16_2d_avg_fbn_n32,log_s_4.0_stat_skew
06845_02,0.093078418009991,0.9768046352669804,291.3174882629108,0.6885328620631275,0.9153295191388724,0.0578899176543535,0.6750372004503002,0.7839625094701913,6.103794717047382,2.811658851987053,6283.106647483308,7.370217244875,0.0563709656422603
06845_03,0.2166678952740874,-0.413395207995297,298.7064732843599,0.7193633878597643,0.912390128186996,-0.4022793969214554,0.6428269280208257,0.783701701447926,5.751294440054984,4.545821526755338,6853.350796531558,9.719755597984795,-0.404482726769332
06847_01,0.235662374697736,-0.3791260497153927,295.64308827111097,0.7988450529451991,0.9189971015506816,-0.3449386870442741,0.714647617811081,0.852489590342676,5.737511058016199,5.45278601199289,6582.374394660807,13.779777944334809,-0.3463684027810946
06847_02,0.145694495012275,0.1571163186955453,300.1589790222947,0.782213306412028,0.9201492715402604,-0.2922391297179639,0.7240140894361485,0.8535446967238065,5.9335815919147015,4.030592887280527,5625.818759897673,10.294272474865036,-0.2919875855241627
06849_01,0.2983797717277582,-0.4476116973653926,544.1918684577025,0.804496116540927,0.9329182130091964,-0.3629439905672936,0.7156471163613254,0.8540559172548864,5.747061762758032,8.168056739284253,6113.964420706656,16.088584503350578,-0.3643469852074251
06849_02,0.5135678324285466,-0.449625024688118,428.7558313044844,0.8115897800770261,0.9362831781413158,-0.34300260984149,0.724288252877624,0.8497470828003507,5.583768902931715,6.380485201023779,6390.759366712528,14.561590385058516,-0.3434539997127329
06849_03,0.1313954529260392,0.3707624456377885,424.4244674398514,0.7478986052368408,0.9180476931699606,0.0298587652375523,0.6906783759615395,0.8173052784383958,6.047986903158403,3.056215849545306,6268.138810594237,7.395857256845457,0.0297171824794809
06849_04,0.1492595221348911,0.4487666698110235,385.745671232022,0.7169200491403928,0.9173687274000636,0.0767299746285171,0.6640636244185301,0.7885027277617287,6.038989770932697,3.580262081084983,6531.452030899576,8.834345222317422,0.0758061652336116
06851_01,0.3099950650413442,-0.0613301195036993,542.0709473171523,0.7804221616581516,0.9243514576627836,0.0063927018259121,0.6962595308462779,0.8323959188943731,5.864874184595861,4.533765033030928,6885.303403956221,9.57578641319975,0.0065084977686242
06851_02,0.4136510861725697,-0.3036064744129813,578.3380104974802,0.816213803124262,0.9201845343462636,-0.1795112325415704,0.7281255263924085,0.8486680334013145,5.801815072620488,6.0338865252340135,6544.53106886628,12.085738918285422,-0.1801682459903033
06851_03,0.1998942100889474,0.5196028658066623,378.3397601335965,0.6996202236671926,0.9125316402489824,0.0543172556408355,0.6633517361256005,0.7588208721592787,6.179034858299575,3.9171325483739223,6602.887748838025,11.300815003472884,0.055087584306339
06851_04,0.2426517204655557,0.1710437198130592,461.3802404638841,0.6966207099369274,0.9090942806060908,0.0360559837521624,0.6337230769700877,0.754284524841736,6.029636195569018,4.44717718098685,7352.645023599425,9.437274314205226,0.037587666184063
06853_01,0.3103254191030965,0.0088244862505224,596.2286110225135,0.8223158353458798,0.9125833734099776,0.0884283733684465,0.7409850947665323,0.8321454914702846,5.8325734721433165,6.087704321236249,6439.132669766223,11.757308439649336,0.0882702789900259
06853_02,0.3054655241626539,-0.0968272076688752,529.3348737152418,0.7752113479203494,0.927307590402922,0.0673756225095385,0.6912523398688992,0.8203787833232248,5.707179658420459,5.02989622992034,6700.567108222945,12.176785828590004,0.0675970146380662
06853_03,0.3053193967667501,0.0501514713576712,610.8721827651515,0.8244722512911283,0.9122707088242517,0.1343883963261051,0.7447124904342609,0.8343432458866527,5.9293925449069365,5.664201799851971,6637.999298213841,13.596908871807983,0.1340626425062211
06853_04,0.404505904890059,-0.1561692512738335,537.6066240696867,0.8525077753738743,0.925914719636758,-0.0552302909445778,0.7697353754881483,0.8625917147517829,5.743802418013994,5.872747301668349,6344.552269060522,12.700826840994786,-0.0541422495344958
06853_05,0.3311321576425906,0.0531953520783099,505.4914850412888,0.853156682358078,0.9256599870850872,-0.0029906721418119,0.7729425230236862,0.8675065025935498,5.8512100204442845,5.094054739924995,5821.366092869807,13.325276272293104,-0.0032141517961188
06855_01,0.6327007187227824,-0.3205576395955628,704.6677482593118,0.7982703222177776,0.9167883166283586,0.0063099721476332,0.7101876332205019,0.8050213655559756,5.7531883960875465,6.584945995744853,6939.838448660715,13.57372019348232,0.0058364715904337
